 2.90000000e-01  3.93972186e-04  2.90000000e-01  1.25487272e-04  2.90000000e-01  2.90000000e-01  2.90000000e-01  0.00000000e+00 
 3.10000000e-01  3.85490881e-04  3.10000000e-01  1.17644826e-04  3.10000000e-01  3.10000000e-01  3.10000000e-01  0.00000000e+00 
 3.30000000e-01  3.76299026e-04  3.30000000e-01  1.09986475e-04  3.30000000e-01  3.30000000e-01  3.30000000e-01  0.00000000e+00 
 3.50000000e-01  3.66448521e-04  3.50000000e-01  1.02524803e-04  3.50000000e-01  3.50000000e-01  3.50000000e-01  0.00000000e+00 
 3.70000000e-01  3.55989231e-04  3.70000000e-01  9.52714845e-05  3.70000000e-01  3.70000000e-01  3.70000000e-01  0.00000000e+00 
 3.90000000e-01  3.44968083e-04  3.90000000e-01  8.82373524e-05  3.90000000e-01  3.90000000e-01  3.90000000e-01  0.00000000e+00 
 4.10000000e-01  3.33428626e-04  4.10000000e-01  8.14324546e-05  4.10000000e-01  4.10000000e-01  4.10000000e-01  0.00000000e+00 
 4.30000000e-01  3.21410979e-04  4.30000000e-01  7.48661186e-05  4.30000000e-01  4.30000000e-01  4.30000000e-01  0.00000000e+00 
 4.50000000e-01  3.08952109e-04  4.50000000e-01  6.85470077e-05  4.50000000e-01  4.50000000e-01  4.50000000e-01  0.00000000e+00 
 4.70000000e-01  2.96086328e-04  4.70000000e-01  6.24831678e-05  4.70000000e-01  4.70000000e-01  4.70000000e-01  0.00000000e+00 
 4.90000000e-01  2.82845974e-04  4.90000000e-01  5.66820611e-05  4.90000000e-01  4.90000000e-01  4.90000000e-01  0.00000000e+00 
 5.10000000e-01  2.69262187e-04  5.10000000e-01  5.11505861e-05  5.10000000e-01  5.10000000e-01  5.10000000e-01  0.00000000e+00 
 5.30000000e-01  2.55365765e-04  5.30000000e-01  4.58950821e-05  5.30000000e-01  5.30000000e-01  5.30000000e-01  0.00000000e+00 
 5.50000000e-01  2.41188060e-04  5.50000000e-01  4.09213173e-05  5.50000000e-01  5.50000000e-01  5.50000000e-01  0.00000000e+00 
 5.70000000e-01  2.26761902e-04  5.70000000e-01  3.62344598e-05  5.70000000e-01  5.70000000e-01  5.70000000e-01  0.00000000e+00 
 5.90000000e-01  2.12122561e-04  5.90000000e-01  3.18390315e-05  5.90000000e-01  5.90000000e-01  5.90000000e-01  0.00000000e+00 
 6.10000000e-01  1.97308732e-04  6.10000000e-01  2.77388438e-05  6.10000000e-01  6.10000000e-01  6.10000000e-01  0.00000000e+00 
 6.30000000e-01  1.82363576e-04  6.30000000e-01  2.39369141e-05  6.30000000e-01  6.30000000e-01  6.30000000e-01  0.00000000e+00 
 6.50000000e-01  1.67335838e-04  6.50000000e-01  2.04353617e-05  6.50000000e-01  6.50000000e-01  6.50000000e-01  0.00000000e+00 
 6.70000000e-01  1.52281055e-04  6.70000000e-01  1.72352823e-05  6.70000000e-01  6.70000000e-01  6.70000000e-01  0.00000000e+00 
 6.90000000e-01  1.37262958e-04  6.90000000e-01  1.43365960e-05  6.90000000e-01  6.90000000e-01  6.90000000e-01  0.00000000e+00 
 7.10000000e-01  1.22355124e-04  7.10000000e-01  1.17378682e-05  7.10000000e-01  7.10000000e-01  7.10000000e-01  0.00000000e+00 
 7.30000000e-01  1.07643092e-04  7.30000000e-01  9.43609251e-06  7.30000000e-01  7.30000000e-01  7.30000000e-01  0.00000000e+00 
 7.50000000e-01  9.32272036e-05  7.50000000e-01  7.42642733e-06  7.50000000e-01  7.50000000e-01  7.50000000e-01  0.00000000e+00 
 7.70000000e-01  7.92266518e-05  7.70000000e-01  5.70186678e-06  7.70000000e-01  7.70000000e-01  7.70000000e-01  0.00000000e+00 
 7.90000000e-01  6.57853529e-05  7.90000000e-01  4.25281527e-06  7.90000000e-01  7.90000000e-01  7.90000000e-01  0.00000000e+00 
 8.10000000e-01  5.30800612e-05  8.10000000e-01  3.06652237e-06  8.10000000e-01  8.10000000e-01  8.10000000e-01  0.00000000e+00 
 8.30000000e-01  4.13295183e-05  8.30000000e-01  2.12632970e-06  8.30000000e-01  8.30000000e-01  8.30000000e-01  0.00000000e+00 
 8.50000000e-01  3.07979741e-05  8.50000000e-01  1.41073338e-06  8.50000000e-01  8.50000000e-01  8.50000000e-01  0.00000000e+00 
 8.70000000e-01  2.17754911e-05  8.70000000e-01  8.92480821e-07  8.70000000e-01  8.70000000e-01  8.70000000e-01  0.00000000e+00 
 8.90000000e-01  1.45106058e-05  8.90000000e-01  5.38415826e-07  8.90000000e-01  8.90000000e-01  8.90000000e-01  0.00000000e+00 
 9.10000000e-01  9.09881032e-06  9.10000000e-01  3.11280922e-07  9.10000000e-01  9.10000000e-01  9.10000000e-01  0.00000000e+00 
 9.30000000e-01  5.39906933e-06  9.30000000e-01  1.74055998e-07  9.30000000e-01  9.30000000e-01  9.30000000e-01  0.00000000e+00 
 9.50000000e-01  3.06741780e-06  9.50000000e-01  9.51279661e-08  9.50000000e-01  9.50000000e-01  9.50000000e-01  0.00000000e+00 
 9.70000000e-01  1.69149975e-06  9.70000000e-01  5.12773394e-08  9.70000000e-01  9.70000000e-01  9.70000000e-01  0.00000000e+00 
 9.90000000e-01  9.15954736e-07  9.90000000e-01  2.74335408e-08  9.90000000e-01  9.90000000e-01  9.90000000e-01  0.00000000e+00 
 1.01000000e+00  4.91027619e-07  1.01000000e+00  1.46243150e-08  1.01000000e+00  1.01000000e+00  1.01000000e+00  0.00000000e+00 
 1.03000000e+00  2.61900754e-07  1.03000000e+00  7.78571138e-09  1.03000000e+00  1.03000000e+00  1.03000000e+00  0.00000000e+00 
 1.05000000e+00  1.39382556e-07  1.05000000e+00  4.14507578e-09  1.05000000e+00  1.05000000e+00  1.05000000e+00  0.00000000e+00 
 1.07000000e+00  7.41318103e-08  1.07000000e+00  2.20881822e-09  1.07000000e+00  1.07000000e+00  1.07000000e+00  0.00000000e+00 
 1.09000000e+00  3.94358383e-08  1.09000000e+00  1.17899715e-09  1.09000000e+00  1.09000000e+00  1.09000000e+00  0.00000000e+00 
 1.11000000e+00  2.09919480e-08  1.11000000e+00  6.30973310e-10  1.11000000e+00  1.11000000e+00  1.11000000e+00  0.00000000e+00 
 1.13000000e+00  1.11830932e-08  1.13000000e+00  3.39111299e-10  1.13000000e+00  1.13000000e+00  1.13000000e+00  0.00000000e+00 
 1.15000000e+00  4.36999085e-09  1.15000000e+00  1.83548037e-10  1.15000000e+00  1.15000000e+00  1.15000000e+00  0.00000000e+00 
 5.00000000e-02  9.67496431e-05  5.00000000e-02  2.26381307e-04  5.00000000e-02  4.27218357e-04  5.00000000e-02  0.00000000e+00 
 7.00000000e-02  8.56748139e-05  7.00000000e-02  2.17818166e-04  7.00000000e-02  4.29095724e-04  7.00000000e-02  0.00000000e+00 
 9.00000000e-02  7.53903634e-05  9.00000000e-02  2.09217478e-04  9.00000000e-02  4.30546807e-04  9.00000000e-02  0.00000000e+00 
 1.10000000e-01  6.59316766e-05  1.10000000e-01  2.00596293e-04  1.10000000e-01  4.31120698e-04  1.10000000e-01  0.00000000e+00 
 1.30000000e-01  5.73190849e-05  1.30000000e-01  1.91972650e-04  1.30000000e-01  4.30774053e-04  1.30000000e-01  0.00000000e+00 
 1.50000000e-01  4.95568200e-05  1.50000000e-01  1.83365331e-04  1.50000000e-01  4.29476073e-04  1.50000000e-01  0.00000000e+00 
 1.70000000e-01  4.26328523e-05  1.70000000e-01  1.74793607e-04  1.70000000e-01  4.27209624e-04  1.70000000e-01  0.00000000e+00 
 1.90000000e-01  3.65196740e-05  1.90000000e-01  1.66276946e-04  1.90000000e-01  4.23971616e-04  1.90000000e-01  0.00000000e+00 
 2.10000000e-01  3.11759855e-05  2.10000000e-01  1.57834742e-04  2.10000000e-01  4.19772594e-04  2.10000000e-01  0.00000000e+00 
 2.30000000e-01  2.65491394e-05  2.30000000e-01  1.49486043e-04  2.30000000e-01  4.14635560e-04  2.30000000e-01  0.00000000e+00 
 2.50000000e-01  2.25781050e-05  2.50000000e-01  1.41249320e-04  2.50000000e-01  4.08594154e-04  2.50000000e-01  0.00000000e+00 
 2.70000000e-01  1.91966704e-05  2.70000000e-01  1.33142276e-04  2.70000000e-01  4.01690393e-04  2.70000000e-01  0.00000000e+00 
 2.90000000e-01  1.63365843e-05  2.90000000e-01  1.25181704e-04  2.90000000e-01  3.93972186e-04  2.90000000e-01  0.00000000e+00 
 3.10000000e-01  1.39303833e-05  3.10000000e-01  1.17383389e-04  3.10000000e-01  3.85490881e-04  3.10000000e-01  0.00000000e+00 
 3.30000000e-01  1.19137140e-05  3.30000000e-01  1.09762069e-04  3.30000000e-01  3.76299026e-04  3.30000000e-01  0.00000000e+00 
 3.50000000e-01  1.02270514e-05  3.50000000e-01  1.02331428e-04  3.50000000e-01  3.66448521e-04  3.50000000e-01  0.00000000e+00 
 3.70000000e-01  8.81679666e-06  3.70000000e-01  9.51041279e-05  3.70000000e-01  3.55989231e-04  3.70000000e-01  0.00000000e+00 
 3.90000000e-01  7.63580812e-06  3.90000000e-01  8.80918587e-05  3.90000000e-01  3.44968083e-04  3.90000000e-01  0.00000000e+00 
 4.10000000e-01  6.64346582e-06  4.10000000e-01  8.13054046e-05  4.10000000e-01  3.33428626e-04  4.10000000e-01  0.00000000e+00 
 4.30000000e-01  5.80538789e-06  4.30000000e-01  7.47547137e-05  4.30000000e-01  3.21410979e-04  4.30000000e-01  0.00000000e+00 
 4.50000000e-01  5.09291786e-06  4.50000000e-01  6.84489654e-05  4.50000000e-01  3.08952109e-04  4.50000000e-01  0.00000000e+00 
 4.70000000e-01  4.48248598e-06  4.70000000e-01  6.23966294e-05  4.70000000e-01  2.96086328e-04  4.70000000e-01  0.00000000e+00 
 4.90000000e-01  3.95492559e-06  4.90000000e-01  5.66055123e-05  4.90000000e-01  2.82845974e-04  4.90000000e-01  0.00000000e+00 
 5.10000000e-01  3.49480165e-06  5.10000000e-01  5.10827904e-05  5.10000000e-01  2.69262187e-04  5.10000000e-01  0.00000000e+00 
 5.30000000e-01  3.08978795e-06  5.30000000e-01  4.58350248e-05  5.30000000e-01  2.55365765e-04  5.30000000e-01  0.00000000e+00 
 5.50000000e-01  2.73011220e-06  5.50000000e-01  4.08681598e-05  5.50000000e-01  2.41188060e-04  5.50000000e-01  0.00000000e+00 
 5.70000000e-01  2.40807673e-06  5.70000000e-01  3.61875024e-05  5.70000000e-01  2.26761902e-04  5.70000000e-01  0.00000000e+00 
 5.90000000e-01  2.11765419e-06  5.90000000e-01  3.17976837e-05  5.90000000e-01  2.12122561e-04  5.90000000e-01  0.00000000e+00 
 6.10000000e-01  1.85415399e-06  6.10000000e-01  2.77026000e-05  6.10000000e-01  1.97308732e-04  6.10000000e-01  0.00000000e+00 
 6.30000000e-01  1.61394957e-06  6.30000000e-01  2.39053344e-05  6.30000000e-01  1.82363576e-04  6.30000000e-01  0.00000000e+00 
 6.50000000e-01  1.39426271e-06  6.50000000e-01  2.04080569e-05  6.50000000e-01  1.67335838e-04  6.50000000e-01  0.00000000e+00 
 6.70000000e-01  1.19299807e-06  6.70000000e-01  1.72119009e-05  6.70000000e-01  1.52281055e-04  6.70000000e-01  0.00000000e+00 
 6.90000000e-01  1.00861848e-06  6.90000000e-01  1.43168147e-05  6.90000000e-01  1.37262958e-04  6.90000000e-01  0.00000000e+00 
 7.10000000e-01  8.40056224e-07  7.10000000e-01  1.17213826e-05  7.10000000e-01  1.22355124e-04  7.10000000e-01  0.00000000e+00 
 7.30000000e-01  6.86655049e-07  7.30000000e-01  9.42260974e-06  7.30000000e-01  1.07643092e-04  7.30000000e-01  0.00000000e+00 
 7.50000000e-01  5.48138683e-07  7.50000000e-01  7.41565892e-06  7.50000000e-01  9.32272036e-05  7.50000000e-01  0.00000000e+00 
 7.70000000e-01  4.24595906e-07  7.70000000e-01  5.69352160e-06  7.70000000e-01  7.92266518e-05  7.70000000e-01  0.00000000e+00 
 7.90000000e-01  3.16461317e-07  7.90000000e-01  4.24659285e-06  7.90000000e-01  6.57853529e-05  7.90000000e-01  0.00000000e+00 
 8.10000000e-01  2.24451918e-07  8.10000000e-01  3.06210748e-06  8.10000000e-01  5.30800612e-05  8.10000000e-01  0.00000000e+00 
 8.30000000e-01  1.49387396e-07  8.30000000e-01  2.12339040e-06  8.30000000e-01  4.13295183e-05  8.30000000e-01  0.00000000e+00 
 8.50000000e-01  9.17971295e-08  8.50000000e-01  1.40892675e-06  8.50000000e-01  3.07979741e-05  8.50000000e-01  0.00000000e+00 
 8.70000000e-01  5.12777020e-08  8.70000000e-01  8.91471440e-07  8.70000000e-01  2.17754911e-05  8.70000000e-01  0.00000000e+00 
 8.90000000e-01  2.58392154e-08  8.90000000e-01  5.37907105e-07  8.90000000e-01  1.45106058e-05  8.90000000e-01  0.00000000e+00 
 9.10000000e-01  1.18688486e-08  9.10000000e-01  3.11047207e-07  9.10000000e-01  9.09881032e-06  9.10000000e-01  0.00000000e+00 
 9.30000000e-01  5.14339594e-09  9.30000000e-01  1.73954692e-07  9.30000000e-01  5.39906933e-06  9.30000000e-01  0.00000000e+00 
 9.50000000e-01  2.20943366e-09  9.50000000e-01  9.50844338e-08  9.50000000e-01  3.06741780e-06  9.50000000e-01  0.00000000e+00 
 9.70000000e-01  9.82125190e-10  9.70000000e-01  5.12579802e-08  9.70000000e-01  1.69149975e-06  9.70000000e-01  0.00000000e+00 
 9.90000000e-01  4.61244989e-10  9.90000000e-01  2.74244437e-08  9.90000000e-01  9.15954736e-07  9.90000000e-01  0.00000000e+00 
 1.01000000e+00  2.29197386e-10  1.01000000e+00  1.46197908e-08  1.01000000e+00  4.91027619e-07  1.01000000e+00  0.00000000e+00 
 1.03000000e+00  1.20021193e-10  1.03000000e+00  7.78333896e-09  1.03000000e+00  2.61900754e-07  1.03000000e+00  0.00000000e+00 
 1.05000000e+00  6.63826778e-11  1.05000000e+00  4.14376062e-09  1.05000000e+00  1.39382556e-07  1.05000000e+00  0.00000000e+00 
 1.07000000e+00  3.93051571e-11  1.07000000e+00  2.20803671e-09  1.07000000e+00  7.41318103e-08  1.07000000e+00  0.00000000e+00 
 1.09000000e+00  2.54703375e-11  1.09000000e+00  1.17848821e-09  1.09000000e+00  3.94358383e-08  1.09000000e+00  0.00000000e+00 
 1.11000000e+00  1.84191820e-11  1.11000000e+00  6.30603174e-10  1.11000000e+00  2.09919480e-08  1.11000000e+00  0.00000000e+00 
 1.13000000e+00  1.49019355e-11  1.13000000e+00  3.38810286e-10  1.13000000e+00  1.11830932e-08  1.13000000e+00  0.00000000e+00 
 1.15000000e+00  1.32458194e-11  1.15000000e+00  1.83279446e-10  1.15000000e+00  4.36999085e-09  1.15000000e+00  0.00000000e+00 
